i	j	d
107	147	4.2621454239
107	148	5.6036343936
107	149	6.4129173804
107	150	6.9839847861
107	151	3.4640255978
107	152	3.1549534747
107	153	5.5370096045
107	154	2.434766582
107	155	3.2849800737
107	156	2.9836145285
107	157	4.6555835305
107	158	2.2751875298
107	159	5.435103229
107	160	2.8650575233
107	161	6.8000622074
107	162	2.238724989
107	163	4.9694706029
107	164	2.4891558925
107	165	5.1093966603
107	166	5.3354155549
107	167	5.5795869648
107	168	4.2619535296
107	169	4.378236415
107	170	2.5540847129
107	171	3.3856884262
107	172	2.8762523932
107	173	4.9486407283
107	174	6.0339502874
107	175	6.14730343
107	176	3.4429234115
107	177	3.363354468
107	178	3.2453343376
107	179	4.2854379785
107	180	3.6319110764
107	181	2.6034980438
107	182	5.7078103487
107	183	2.2772436991
107	184	4.3087838815
107	185	6.8969994252
107	186	2.007787277
107	187	5.3032630376
107	188	4.0962693599
107	189	3.8619474917
107	190	3.5165635881
107	191	2.9897798374
107	192	5.5837708104
107	193	4.8615367123
107	194	4.2652956039
107	195	4.9899779325
107	196	2.7707485397
107	197	2.4217069901
107	198	4.9240518496
107	199	2.7301129707
107	200	3.036988148
107	201	4.8219556053
107	202	6.5221846595
107	203	2.5791506966
107	204	4.7145011945
107	205	4.6324059151
107	206	3.5580200295
107	207	6.2422067301
107	208	2.7747039948
107	209	5.3544823892
107	210	5.2491892149
107	211	5.3377200776
107	212	6.4654436733
107	213	5.5590572183
107	214	4.8822496477
107	215	6.9951546406
107	216	5.4233532769
108	109	3.7843739953
108	110	3.1531193117
108	111	3.493304475
108	112	3.0484549268
108	113	6.3143046318
108	114	4.5202529563
108	115	4.1657952164
108	116	3.7252769632
108	117	5.0636311616
108	118	6.8980060219
108	119	6.3468431636
108	120	2.5754502679
108	121	4.3075274016
108	122	2.9437256171
108	123	5.729007346
108	124	6.3728713293
108	125	6.5134092935
108	126	6.2741693506
108	127	6.5220481579
108	128	3.5762459028
108	129	2.7588388053
108	130	2.1344404137
108	131	4.7361075872
108	132	2.2705440183
108	133	3.6587844312
108	134	4.1545612287
108	135	2.7960205389
108	136	3.9658475914
108	137	3.4793401591
108	138	4.6098707913
108	139	5.0969388378
108	140	2.253842699
108	141	6.2724341849
108	142	6.5958743522
108	143	5.2004380963
108	144	6.4365164286
108	145	5.5260926599
108	146	2.3463606678
108	147	2.2388039861
108	148	2.9446280687
108	149	3.1893225257
108	150	3.3038031879
108	151	6.0186104523
108	152	5.8489090204
108	153	2.317952214
108	154	3.0800653515
108	155	6.3964024165
108	156	5.6932644847
108	157	5.5588987188
108	158	3.2475464592
108	159	3.0485648928
108	160	5.2251681146
108	161	5.9704539669
108	162	2.6756782162
108	163	5.7153826252
108	164	6.5123941868
108	165	6.7441499656
108	166	5.8785824035
108	167	6.5757940782
108	168	3.1668164242
108	169	2.6348861571
108	170	2.8094493769
108	171	3.3965162292
108	172	5.5799172677
108	173	6.9119797232
108	174	2.7060220631
108	175	5.9308800101
108	176	5.0328268898
108	177	4.0167842121
108	178	2.7583668436
108	179	2.0210486469
108	180	5.7201337138
108	181	3.3415932801
108	182	5.3497359806
108	183	2.2938168334
108	184	6.1237263564
108	185	3.2844854413
108	186	2.967510974
108	187	6.8704881826
108	188	2.8998948317
108	189	3.3030046231
108	190	2.7828097282
108	191	5.8599953469
108	192	6.6163180585
108	193	4.0461159535
108	194	5.5276073467
108	195	2.1197879669
108	196	2.8599688815
108	197	2.4536247907
108	198	6.0240506381
108	199	4.9129950646
108	200	2.4571766385
108	201	4.4990584527
108	202	5.5447289834
108	203	6.3457238629
108	204	6.7456203446
108	205	6.4634911322
108	206	3.2556647701
108	207	4.3930887447
108	208	3.6885066948
108	209	3.933357316
108	210	3.095253509
108	211	4.761741531
108	212	4.6713302232
108	213	3.070086882
108	214	2.4727131177
108	215	2.641063026
108	216	5.4334324898
109	110	3.4352314507
109	111	5.0485083107
109	112	3.6082716042
109	113	2.4607039157
109	114	3.4240696055
109	115	4.4453815713
109	116	3.5047602828
109	117	6.8226589453
109	118	4.0222321884
109	119	6.2462460111
109	120	6.7444859146
109	121	6.1997676898
109	122	2.2292569961
109	123	4.4133230547
109	124	4.4905998108
109	125	3.3812378195
109	126	3.6941080879
109	127	5.1894900641
109	128	3.2469491927
109	129	6.357259704
109	130	5.036699683
109	131	3.3189776457
109	132	2.7851454014
109	133	4.816960303
109	134	6.9980552285
109	135	5.7970850332
109	136	2.4410597358
109	137	4.761899155
109	138	3.5764021462
109	139	3.2498912058
109	140	6.001202832
109	141	2.7855297466
109	142	3.2980271975
109	143	3.9717357666
109	144	5.7837235298
109	145	3.5979873699
109	146	2.4896051974
109	147	5.8689537341
109	148	4.6849294234
109	149	6.0569249257
109	150	6.5299111863
109	151	5.6655547464
109	152	4.0369267101
109	153	5.4153809903
109	154	3.9273077985
109	155	4.9596781861
109	156	4.4354261544
109	157	6.1530900258
109	158	3.0123257949
109	159	2.1990389126
109	160	2.9638703666
109	161	2.6800465824
109	162	3.658070654
109	163	3.9034737078
109	164	6.5604526203
109	165	3.2738661846
109	166	5.7507409154
109	167	4.1384535391
109	168	2.543305171
109	169	5.2027599114
109	170	5.9074034798
109	171	6.0676520528
109	172	5.3259805284
109	173	4.4485699704
109	174	3.6940219685
109	175	3.2118271697
109	176	5.0398766757
109	177	2.8500915397
109	178	6.8512237518
109	179	2.1382271317
109	180	4.6320822596
109	181	6.2486780459
109	182	5.9308370016
109	183	6.889878123
109	184	6.6230066752
109	185	4.9854564313
109	186	3.9621616727
109	187	6.506042022
109	188	5.8855701819
109	189	5.7933038984
109	190	5.2462972301
109	191	2.1474657842
109	192	5.1977795871
109	193	5.7043323758
109	194	2.1891253075
109	195	3.4013444336
109	196	3.1354917456
109	197	2.0593211409
109	198	2.0254664198
109	199	3.1914798646
109	200	2.1454033843
109	201	6.5249147152
109	202	6.885375062
109	203	2.3321847624
109	204	4.5829312473
109	205	2.9662011433
109	206	6.7555898594
109	207	3.5569627525
109	208	6.501864258
109	209	5.8971488755
109	210	5.2648711131
109	211	4.5158415374
109	212	5.5087142878
109	213	6.7819919185
109	214	4.4911090161
109	215	6.8009639558
109	216	5.4055597374
110	111	2.0664418284
110	112	3.2596548564
110	113	2.9921818115
110	114	4.5114270335
110	115	6.4746082879
110	116	3.0009656851
110	117	5.0825590287
110	118	3.1878962704
110	119	3.8471979498
110	120	5.0949912817
110	121	4.9747601962
110	122	5.5829743271
110	123	3.4084230929
110	124	5.5729408909
110	125	6.5029919965
110	126	3.2487439747
110	127	6.1164349807
110	128	4.0203287234
110	129	2.1480871114
110	130	3.9050674825
110	131	5.3767385005
110	132	3.7624972652
110	133	6.4198838526
110	134	3.2391123973
110	135	4.134321787
110	136	3.7064079837
110	137	4.1403206126
110	138	6.8166324756
110	139	5.609050209
110	140	5.4609117864
110	141	2.5302756096
110	142	5.0779595129
110	143	6.6751742622
110	144	4.1185563724
110	145	6.4913889349
110	146	4.6858979709
110	147	2.1044006506
110	148	2.8531425641
110	149	6.2327622274
110	150	2.6553911211
110	151	3.481187328
110	152	2.6581510513
110	153	4.0610786286
110	154	6.3173872164
110	155	4.739961123
110	156	2.44566246
110	157	5.6667272372
110	158	2.2162945598
110	159	6.6429625082
110	160	3.5467317014
110	161	6.1058649188
110	162	2.1742475178
110	163	4.4384174298
110	164	2.9872946311
110	165	6.4463845899
110	166	4.5914296566
110	167	5.9331551124
110	168	4.9835222396
110	169	5.1088330634
110	170	2.3627213511
110	171	2.6557036869
110	172	5.9069289988
110	173	5.3067575485
110	174	3.1300549824
110	175	2.4701232889
110	176	2.0383020309
110	177	5.4811365202
110	178	4.5771203346
110	179	4.6514026512
110	180	4.8871741136
110	181	5.0131627377
110	182	2.3099940928
110	183	4.7843731422
110	184	3.3016913977
110	185	4.2907774021
110	186	4.5703261711
110	187	5.0959863021
110	188	6.144330306
110	189	6.4496904707
110	190	3.9874317534
110	191	6.0043949564
110	192	2.6753500088
110	193	5.3969206309
110	194	3.5838289687
110	195	2.5767320705
110	196	6.5253481341
110	197	2.6468626557
110	198	2.1051641931
110	199	5.05406697
110	200	5.8493717806
110	201	2.5709642966
110	202	3.1430179589
110	203	4.7970648291
110	204	3.2850802957
110	205	6.5527044845
110	206	6.9994095415
110	207	4.4614656099
110	208	4.5085543876
110	209	4.7798787052
110	210	4.5176625897
110	211	4.9312660768
110	212	3.3205144165
110	213	4.4084465124
110	214	6.8954649525
110	215	3.1747682379
110	216	5.6125701264
111	112	6.0525069013
111	113	4.1787773316
111	114	3.0138381906
111	115	6.9566226871
111	116	5.7485542585
111	117	5.0534573449
111	118	5.2514635139
111	119	6.2279824844
111	120	4.1544580265
111	121	5.4664837217
111	122	3.0542414133
111	123	2.4175031071
111	124	5.385089223
111	125	4.9256193144
111	126	6.1612039037
111	127	3.5131849407
111	128	5.4178044942
111	129	4.5993797451
111	130	3.6245178909
111	131	4.0478882767
111	132	4.5420401048
111	133	3.7246611541
111	134	3.1627956578
111	135	2.7768803629
111	136	2.6914983646
111	137	3.4308585606
111	138	5.1944544605
111	139	6.8053195327
111	140	3.3512676029
111	141	5.9709459916
111	142	6.9013907671
111	143	6.0036703269
111	144	6.8715727846
111	145	6.2438344631
111	146	4.9863941497
111	147	4.5627023273
111	148	3.1058537178
111	149	6.0845930176
111	150	5.9244511579
111	151	3.6134359579
111	152	4.8713687034
111	153	6.363021671
111	154	6.9357841769
111	155	4.162491303
111	156	5.7961323647
111	157	3.6172149436
111	158	3.4638714802
111	159	2.0180323119
111	160	5.1252341336
111	161	4.5833017205
111	162	6.4123130382
111	163	4.7864311509
111	164	2.7775228474
111	165	5.1731461259
111	166	4.0840602937
111	167	2.7851735879
111	168	5.6013116332
111	169	6.4680135904
111	170	2.1623326215
111	171	3.8410643758
111	172	4.3659373761
111	173	3.934382637
111	174	4.7792419413
111	175	4.3011850926
111	176	6.8179361177
111	177	2.5713955968
111	178	2.3248128622
111	179	5.6663880472
111	180	4.5556233118
111	181	4.1720386586
111	182	4.5230546889
111	183	3.8355794446
111	184	2.2485171288
111	185	2.9704712969
111	186	4.2426767145
111	187	4.5370242971
111	188	4.373769608
111	189	3.5241362976
111	190	4.2401202597
111	191	5.20164245
111	192	5.6797243537
111	193	5.0740426053
111	194	4.9439287344
111	195	2.7373006063
111	196	6.3398399043
111	197	4.2773067128
111	198	6.6286947744
111	199	6.2720900496
111	200	4.6327115938
111	201	5.3873540319
111	202	6.2787087473
111	203	3.4421932872
111	204	5.0012533432
111	205	2.0454034866
111	206	2.7611913051
111	207	4.7138658905
111	208	4.2735848102
111	209	6.6728136366
111	210	3.9422875005
111	211	3.9058236
111	212	3.3494870934
111	213	5.3145357614
111	214	6.1368964334
111	215	6.7895424998
111	216	6.3201314934
112	113	2.8030678545
112	114	6.5727220129
112	115	6.2515605382
112	116	3.6591054721
112	117	2.8990736613
112	118	6.0592518864
112	119	4.8371947714
112	120	5.687422084
112	121	5.075128858
112	122	3.980178385
112	123	3.3851871162
112	124	5.4968975901
112	125	6.0913629434
112	126	3.178108268
112	127	4.2386301249
112	128	2.5797090198
112	129	2.9860921632
112	130	6.3015844441
112	131	3.9027780983
112	132	2.6240267077
112	133	5.0495393942
112	134	4.2040615846
112	135	6.8480036598
112	136	3.3964633557
112	137	4.0049268203
112	138	3.1887611175
112	139	4.655187148
112	140	2.5116907347
112	141	6.6681231096
112	142	2.420106617
112	143	5.1881515906
112	144	6.0843811138
112	145	6.8574279248
112	146	5.042491762
112	147	5.8226396841
112	148	4.4154566379
112	149	2.4667005341
112	150	4.8117131408
112	151	2.6935989813
112	152	6.9818287301
112	153	4.1943052612
112	154	5.2430608306
112	155	6.0165068391
112	156	2.0638020458
112	157	5.7972161983
112	158	6.7729143686
112	159	4.5008801825
112	160	4.0878198636
112	161	4.3633276333
112	162	3.4073232009
112	163	3.9830211517
112	164	6.9566240655
112	165	3.2377609318
112	166	6.5160556722
112	167	3.7314095384
112	168	4.0479727988
112	169	2.0980885094
112	170	4.5274389878
112	171	5.2725939356
112	172	6.2250026526
112	173	2.7754067987
112	174	6.9626120529
112	175	6.344172815
112	176	4.1699284889
112	177	6.4649646196
112	178	3.4657270613
112	179	6.4151364078
112	180	3.7420221617
112	181	6.472935742
112	182	5.9163687029
112	183	4.3867884057
112	184	3.2391352589
112	185	4.8716872017
112	186	5.2119028751
112	187	3.5146280692
112	188	6.9931272352
112	189	6.6876105339
112	190	2.1323978627
112	191	5.0927813813
112	192	3.4830913332
112	193	6.3128909447
112	194	2.203407216
112	195	5.9366114693
112	196	4.1091494905
112	197	4.4980919866
112	198	6.2799403632
112	199	6.3190514456
112	200	3.393061083
112	201	2.3569715542
112	202	4.7533814929
112	203	3.3319988834
112	204	6.7040102304
112	205	3.7133972569
112	206	2.0876795617
112	207	2.8808905216
112	208	3.5576523829
112	209	5.5188936552
112	210	3.1823667056
112	211	3.0674602567
112	212	6.1276847823
112	213	6.2784563053
112	214	2.4586541934
112	215	5.3571681396
112	216	6.291707859
113	114	3.8645530203
113	115	5.1323661344
113	116	4.4831239844
113	117	4.5183617289
113	118	5.8839712408
113	119	4.8173058423
113	120	6.6233660004
113	121	5.4276467857
113	122	3.0691502765
113	123	3.9327143379
113	124	4.5532817364
113	125	5.8145012077
113	126	3.2668466411
113	127	4.3115306824
113	128	2.4572345924
113	129	4.0156856589
113	130	2.9358353428
113	131	6.4797382129
113	132	5.2040306778
113	133	4.5123194291
113	134	4.66822816
113	135	5.866083058
113	136	5.381870188
113	137	6.0488890345
113	138	2.6354329924
113	139	3.0544428351
113	140	2.9770796453
113	141	2.2590441123
113	142	3.9292182624
113	143	4.0452615116
113	144	2.7082408228
113	145	6.335439738
113	146	5.2407255346
113	147	6.8792234389
113	148	2.4539245532
113	149	2.903935051
113	150	4.9723647344
113	151	3.3568570657
113	152	3.4860398981
113	153	3.3801914693
113	154	4.1004664908
113	155	6.4436476982
113	156	5.0346803032
113	157	2.4131257862
113	158	5.6121835157
113	159	2.7285378225
113	160	2.7234951508
113	161	2.8819505693
113	162	3.8252852963
113	163	4.4243068986
113	164	2.2265992133
113	165	2.2227479244
113	166	4.4920288741
113	167	3.1621390847
113	168	4.2526826347
113	169	2.0042046071
113	170	4.1557586999
113	171	3.2924464938
113	172	5.6025802133
113	173	6.6736642251
113	174	6.1963887467
113	175	2.2060498158
113	176	2.422597551
113	177	4.3651466227
113	178	3.4456906782
113	179	3.0285333153
113	180	5.6522855859
113	181	4.1962629106
113	182	6.5858442269
113	183	3.3788784348
113	184	6.4430877918
113	185	2.8903519394
113	186	2.4423140434
113	187	5.8647847431
113	188	4.3913235648
113	189	6.9998950073
113	190	3.4893822169
113	191	6.0972821434
113	192	3.6137060344
113	193	5.3874269591
113	194	3.2667685823
113	195	4.0359514081
113	196	6.4858299962
113	197	6.4672559013
113	198	4.940910879
113	199	3.2396105571
113	200	5.2418917437
113	201	4.9135243888
113	202	2.1847319376
113	203	3.8934698086
113	204	6.8308253381
113	205	3.6769030186
113	206	6.2199191471
113	207	3.5661145195
113	208	5.8264713338
113	209	6.3497934422
113	210	5.3050077377
113	211	6.1310602725
113	212	4.8042082548
113	213	6.2415531442
113	214	5.7853916752
113	215	2.7862995336
113	216	5.8470129174
114	115	2.4780222012
114	116	2.3432413635
114	117	6.7956524998
114	118	3.3190881565
114	119	3.102215576
114	120	6.2709586254
114	121	3.3023763529
114	122	6.2836057857
114	123	2.1648388641
114	124	3.6625423085
114	125	3.3937739708
114	126	4.3295507149
114	127	3.1195025179
114	128	5.3595556595
114	129	3.9811968049
114	130	3.9238907853
114	131	3.3215752022
114	132	2.8417525938
114	133	3.3914925029
114	134	5.9405258973
114	135	5.9147107158
114	136	5.1569369105
114	137	2.367059468
114	138	5.4298560738
114	139	6.3350398235
114	140	2.5361366391
114	141	4.9893351057
114	142	4.3416119592
114	143	3.7532992534
114	144	3.4624677466
114	145	3.2761165184
114	146	2.5423474291
114	147	6.2117169077
114	148	5.4928187861
114	149	3.4234673751
114	150	6.0530820792
114	151	2.1705830103
114	152	2.0440797117
114	153	3.94213966
114	154	6.0643436387
114	155	4.7335985996
114	156	2.0947169844
114	157	5.9579690732
114	158	6.7951087541
114	159	5.3007454678
114	160	5.0602805051
114	161	2.4261026836
114	162	2.3951498868
114	163	4.7774704773
114	164	6.5426936562
114	165	5.0267433068
114	166	4.9444135553
114	167	5.5920580097
114	168	4.3556964832
114	169	4.3544701083
114	170	3.2313352973
114	171	3.1880222108
114	172	2.8990191789
114	173	5.4385827037
114	174	4.4574635911
114	175	6.2436096302
114	176	5.4336198067
114	177	6.4785680782
114	178	2.9352661278
114	179	6.9336391058
114	180	3.1597930692
114	181	2.2770419304
114	182	5.9520928259
114	183	2.3069513758
114	184	5.1350802924
114	185	4.1672146242
114	186	3.3072929677
114	187	5.8326866826
114	188	3.3557338022
114	189	3.624740789
114	190	5.0811850089
114	191	6.9075608234
114	192	2.6252569429
114	193	4.5123780302
114	194	6.2828274189
114	195	6.6805041724
114	196	6.2716700022
114	197	5.0714164409
114	198	6.7118445228
114	199	6.7625223802
114	200	4.1911246363
114	201	3.0039023245
114	202	5.25844641
114	203	6.1129477202
114	204	4.8537552305
114	205	2.821214002
114	206	5.6477748508
114	207	6.72229033
114	208	4.1212851126
114	209	3.2783535529
114	210	6.8029598244
114	211	2.5512612805
114	212	4.4601504893
114	213	3.2188628857
114	214	5.2291368294
114	215	5.7124050496
114	216	6.276993747
115	116	3.3201056264
115	117	6.3172768081
115	118	5.1146563092
115	119	4.4111815809
115	120	2.3237534525
115	121	3.79747579
115	122	4.6717505104
115	123	2.8871054933
115	124	5.743911187
115	125	3.066767029
115	126	3.2748035096
115	127	5.0579100703
115	128	6.0133005097
115	129	4.8907893612
115	130	6.1420518277
115	131	5.5203639108
115	132	4.7521944315
115	133	2.673821301
115	134	6.4005159891
115	135	3.5914358183
115	136	4.3578789981
115	137	3.1974077351
115	138	6.5840512377
115	139	5.7255969731
115	140	2.3010140081
115	141	3.3848209178
115	142	5.0071766619
115	143	3.4749313292
115	144	4.3446780734
115	145	6.8469128133
115	146	4.7044624103
115	147	3.4318604122
115	148	4.7649238602
115	149	3.8734942781
115	150	4.3528465942
115	151	6.7805277304
115	152	2.9835660718
115	153	2.4505678455
115	154	4.8434368748
115	155	4.7178115713
115	156	4.842019644
115	157	4.835809485
115	158	4.237709792
115	159	2.5567126724
115	160	4.6484793018
115	161	3.5430294543
115	162	3.4200559707
115	163	2.2891326022
115	164	5.2954894674
115	165	5.166249035
115	166	6.3270233224
115	167	5.4830658364
115	168	6.8723429068
115	169	6.9658704549
115	170	6.9565558531
115	171	3.9957205453
115	172	3.0705435188
115	173	5.4679320401
115	174	6.0374048213
115	175	6.1444698275
115	176	4.9348605605
115	177	6.9684151402
115	178	6.3629854472
115	179	3.6974777177
115	180	5.9613008029
115	181	3.4633616742
115	182	4.9965911051
115	183	6.9993392942
115	184	6.9329951009
115	185	6.7753548388
115	186	4.2841835964
115	187	2.9350143168
115	188	6.574382121
115	189	2.9859175729
115	190	3.2852810539
115	191	3.5406190262
115	192	6.496944628
115	193	3.7154283806
115	194	2.749542334
115	195	5.6912611284
115	196	4.2150744368
115	197	6.8272901284
115	198	3.9145149467
115	199	6.8579954425
115	200	5.4000238676
115	201	6.8935087444
115	202	4.291138441
115	203	5.6747734708
115	204	4.1294485019
115	205	4.9244490307
115	206	4.7044170106
115	207	5.5061156091
115	208	5.9655914549
115	209	3.002772097
115	210	4.2819156117
115	211	5.1371986974
115	212	3.2883519969
115	213	4.696081641
115	214	2.5589205937
115	215	5.049226421
115	216	4.9360713195
116	117	5.3717709679
116	118	4.4812191736
116	119	5.8783760433
116	120	4.4881645769
116	121	3.5020320548
116	122	3.4945211315
116	123	4.0027575511
116	124	5.6061220796
116	125	5.4759879035
116	126	2.9765026839
116	127	5.8605960151
116	128	4.4591957975
116	129	5.7326522166
116	130	3.8956396505
116	131	6.9174252571
116	132	6.0652225139
116	133	2.5390036877
116	134	3.4339754271
116	135	2.3585529282
116	136	3.0164330113
116	137	5.3581321749
116	138	5.0518820081
116	139	5.0281297388
116	140	6.4020476096
116	141	4.5287146971
116	142	2.2551885463
116	143	2.3172953964
116	144	2.4505184667
116	145	6.4125329421
116	146	6.5104039272
116	147	2.4726019294
116	148	3.2034537602
116	149	2.5003528951
116	150	5.3865449663
116	151	2.1369585354
116	152	2.9527416811
116	153	3.2615168729
116	154	3.5720008484
116	155	4.75426536
116	156	3.9361524642
116	157	2.3943004531
116	158	6.2305423898
116	159	4.0624822551
116	160	2.5179119508
116	161	4.2024432277
116	162	3.8576568723
116	163	6.9245330528
116	164	6.6106654264
116	165	5.4336128335
116	166	6.6640849927
116	167	5.8567492523
116	168	4.5646554178
116	169	3.665078556
116	170	6.278438389
116	171	6.0237802891
116	172	6.193833463
116	173	3.0515310713
116	174	3.5016721592
116	175	6.473182745
116	176	6.5370922748
116	177	3.3946748042
116	178	4.0449357629
116	179	3.992147489
116	180	5.4752931578
116	181	2.1456437913
116	182	2.1508367575
116	183	4.5866042625
116	184	4.6266895107
116	185	4.3215797764
116	186	3.729075956
116	187	5.5729463438
116	188	2.414684613
116	189	2.9876042493
116	190	3.059059287
116	191	6.5784660823
116	192	4.1142739207
116	193	4.1428330788
116	194	3.6628560804
116	195	4.8725714809
116	196	4.5079307484
116	197	2.7334316432
116	198	3.3547832572
116	199	3.2302143854
116	200	2.3877007032
116	201	3.5480267566
116	202	2.3584227876
116	203	5.6022319871
116	204	4.8143255798
116	205	4.1539376872
116	206	4.5917131396
116	207	6.5215985456
116	208	5.7413927464
116	209	3.150772607
116	210	2.7730604339
116	211	6.265043982
116	212	2.7255242955
116	213	2.4528915977
116	214	3.7586143859
116	215	5.8284280728
116	216	6.0907528364
117	118	6.1439402356
117	119	3.8538276138
117	120	4.7729922849
117	121	5.1779130912
117	122	2.2120774706
117	123	6.5655197276
117	124	4.0262621795
117	125	5.2127599806
117	126	4.3198939754
117	127	6.6849289884
117	128	6.3018847119
117	129	6.4670507682
117	130	5.2296528589
117	131	4.7585919284
117	132	4.6385732636
117	133	4.6222631301
117	134	2.8171304645
117	135	2.835357041
117	136	3.6454695475
117	137	2.8391665997
117	138	5.9554939926
117	139	4.6688033145
117	140	4.6097602456
117	141	5.9076759265
117	142	3.0431907028
117	143	4.9812901039
117	144	6.6544551964
117	145	6.3564656281
117	146	4.8400720436
117	147	4.985282849
117	148	6.3898219473
117	149	6.3859523346
117	150	5.3781107857
117	151	6.057260125
117	152	4.0613590591
117	153	4.4761854659
117	154	6.5663005368
117	155	4.6392755879
117	156	5.718945877
117	157	4.720736944
117	158	4.8485301802
117	159	6.464385756
117	160	6.4951812408
117	161	4.1327105081
117	162	2.1471224917
117	163	3.0168682067
117	164	6.7518236398
117	165	5.7133116479
117	166	5.8289931923
117	167	3.8910503583
117	168	6.2579236926
117	169	4.6343330567
117	170	2.0780415326
117	171	3.2423724431
117	172	2.664576297
117	173	2.9453662885
117	174	2.1257000073
117	175	4.4960556335
117	176	3.488418489
117	177	4.4124040769
117	178	2.7086816457
117	179	3.0017875028
117	180	4.4242838181
117	181	4.5568259822
117	182	4.7755566769
117	183	2.2002975555
117	184	6.0682809982
117	185	5.0209107129
117	186	4.7723641474
117	187	6.393041548
117	188	4.9922049483
117	189	2.561671213
117	190	2.3025341291
117	191	6.6714380405
117	192	6.5636532058
117	193	3.933580114
117	194	4.3615977295
117	195	3.5581883847
117	196	2.6097002028
117	197	3.6489604985
117	198	2.8341059325
117	199	3.2354386371
117	200	6.5337217043
117	201	3.9984730249
117	202	4.2493176662
117	203	2.7077177873
117	204	4.5273898861
117	205	6.894419047
117	206	5.2203808209
117	207	3.3014512073
117	208	4.6724503272
117	209	2.9603497484
117	210	3.7197838853
117	211	2.0260518771
117	212	4.2320143656
117	213	5.8840429037
117	214	4.6319886104
117	215	3.4262611286
117	216	6.3892324061
118	119	3.223680494
118	120	3.961435006
118	121	6.4910218262
118	122	2.5943530405
118	123	2.9645299385
118	124	2.3631939648
118	125	6.7166932047
118	126	3.0471047838
118	127	3.9897368117
118	128	4.5972069602
118	129	4.5744766964
118	130	5.6988858663
118	131	6.3333410795
118	132	4.4573614669
118	133	2.1024219511
118	134	5.277390361
118	135	6.0099996231
118	136	4.2183486061
118	137	5.2722873419
118	138	5.9442189499
118	139	6.5145785271
118	140	5.6403612949
118	141	6.9790636962
118	142	6.4246487107
118	143	4.4115011293
118	144	3.2632296054
118	145	2.9263734757
118	146	4.1061966741
118	147	3.7225289865
118	148	2.4729071937
118	149	5.416100621
118	150	4.1578979828
118	151	5.2104018392
118	152	5.9189351042
118	153	4.5226616522
118	154	3.0281468211
118	155	3.5689589626
118	156	5.2631596426
118	157	6.4100331279
118	158	5.0972023881
118	159	5.5194848983
118	160	2.3828312458
118	161	5.1583917412
118	162	2.0517618377
118	163	5.847511175
118	164	2.4277318206
118	165	2.2689880553
118	166	3.8031681035
118	167	4.8696410185
118	168	2.8605320569
118	169	3.0351933055
118	170	6.0176462517
118	171	6.4270225844
118	172	6.7728814393
118	173	4.8727552145
118	174	4.2642925951
118	175	5.787522525
118	176	5.0321154012
118	177	2.8567273667
118	178	4.5088363502
118	179	6.4655316693
118	180	2.9358764956
118	181	2.5468462387
118	182	6.794276345
118	183	3.9853700753
118	184	4.0235133087
118	185	2.4939019543
118	186	5.2676545243
118	187	6.8333161161
118	188	5.8914371603
118	189	3.6015089683
118	190	5.7960773701
118	191	4.5377189566
118	192	5.9865530836
118	193	2.7674831598
118	194	5.1452151682
118	195	3.3188557612
118	196	4.7573073226
118	197	3.9460822022
118	198	4.9850578718
118	199	4.4986509595
118	200	2.5743162337
118	201	6.2619883079
118	202	6.4927261465
118	203	5.599901832
118	204	2.6638130153
118	205	4.3234809829
118	206	5.7587712187
118	207	3.4820938681
118	208	4.0898292689
118	209	3.370933904
118	210	6.2799958397
118	211	6.8348071984
118	212	4.9122001784
118	213	5.4256775088
118	214	3.210998423
118	215	3.4551129339
118	216	6.5610729393
119	120	6.5371904152
119	121	5.1810776555
119	122	5.0922028134
119	123	3.9637773498
119	124	5.0367994835
119	125	4.4969419127
119	126	2.1986837481
119	127	5.1622413724
119	128	6.3157323214
119	129	3.6615732464
119	130	2.9626585925
119	131	6.0582885426
119	132	5.7464368081
119	133	5.1055881074
119	134	2.5445419254
119	135	4.1415760564
119	136	4.2281884296
119	137	3.4404378163
119	138	4.782222446
119	139	2.9511497132
119	140	2.1000019024
119	141	2.0275864941
119	142	5.4034300495
119	143	6.3022376668
119	144	6.6212859566
119	145	3.5230113554
119	146	2.588756942
119	147	4.7328160674
119	148	2.1201952343
119	149	6.1235352676
119	150	2.0443332549
119	151	2.3621563829
119	152	4.9682413572
119	153	6.0717781284
119	154	4.4691515846
119	155	5.1295654821
119	156	3.9265017435
119	157	6.6009418739
119	158	5.5695212328
119	159	4.2774924232
119	160	6.5511655158
119	161	2.3527788703
119	162	3.5642230872
119	163	6.1611166364
119	164	5.6027874349
119	165	5.9420478972
119	166	5.5252970706
119	167	6.0213811067
119	168	6.1167833233
119	169	2.1203098242
119	170	6.7127170836
119	171	6.475480681
119	172	6.12739885
119	173	2.786895608
119	174	4.0341393617
119	175	4.239378566
119	176	6.4444940958
119	177	2.6256531508
119	178	4.914911142
119	179	6.2665391691
119	180	2.1913402952
119	181	5.6090886028
119	182	5.6247936164
119	183	6.3448810439
119	184	5.5919965797
119	185	4.0934855552
119	186	5.2511014134
119	187	3.4088759904
119	188	3.3187241421
119	189	5.0869471133
119	190	3.3706034149
119	191	4.6449417172
119	192	5.4715352899
119	193	6.6056824455
119	194	5.0190808945
119	195	3.4294354578
119	196	2.9344469178
119	197	3.3823053201
119	198	4.2876710036
119	199	5.3647973036
